Commodity,Component,Supplier,Cost,SupplierPerformanceRating,ComponentPerformanceRating
CPU,10141,Eat Shop Sleep,127,1,4
CPU,10142,Ecodesk,407,8,9
CPU,10143,eInstitutional,840,4,8
CPU,10144,Embark,369,7,8
CPU,10145,EMC,479,9,4
CPU,10146,"Energy Points, Inc.",326,7,3
CPU,10147,Energy Solutions Forum,619,7,1
CPU,10148,Enervee Corporation,491,2,5
CPU,10149,Enigma.io,574,9,7
CPU,10150,Ensco,982,5,7
CPU,10151,Environmental Data Resources,874,8,3
CPU,10152,Epsilon,448,4,6
CPU,10153,Equal Pay for Women,623,3,3
CPU,10154,Equifax,876,4,4
CPU,10155,Equilar,773,5,7
CPU,10156,Ernst & Young LLP,720,6,4
CPU,10157,eScholar LLC.,702,3,5
CPU,10158,Esri,594,8,8
CPU,10159,Estately,819,2,9
CPU,10160,Everyday Health,664,3,6
CPU,10161,Evidera,408,3,2
CPU,10162,Experian,423,2,4
CPU,10163,"Expert Health Data Programming, Inc.",711,1,9
CPU,10164,Exversion,525,1,1
CPU,10165,Ez-XBRL,880,7,3
CPU,10166,Factset,315,7,1
CPU,10167,Factual,533,5,9
CPU,10168,Farmers,313,2,1
CPU,10169,FarmLogs,261,3,7
CPU,10170,Fastcase,411,9,1
CPU,10171,Fidelity Investments,527,4,7
CPU,10172,FindTheBest.com,497,4,1
CPU,10173,First Fuel Software,51,2,7
CPU,10174,"FirstPoint, Inc.",488,5,3
CPU,10175,Fitch,968,3,8
CPU,10176,FlightAware,851,4,9
CPU,10177,FlightStats,831,6,7
CPU,10178,FlightView,697,4,9
CPU,10179,Food+Tech Connect,890,6,4
CPU,10180,Forrester Research,523,1,9
CPU,10181,Foursquare,491,8,7
CPU,10182,Fujitsu,980,9,5
CPU,10183,Funding Circle,451,5,2
CPU,10184,FutureAdvisor,178,1,8
CPU,10185,"Fuzion Apps, Inc.",708,1,9
CPU,10186,Gallup,757,5,6
CPU,10187,Galorath Incorporated,141,7,7
CPU,10188,Garmin,112,1,7
CPU,10189,Genability,531,3,6
CPU,10190,GenoSpace,296,8,7
CPU,10191,Geofeedia,728,1,5
CPU,10192,Geolytics,471,1,3
CPU,10193,Geoscape,381,2,4
CPU,10194,GetRaised,69,7,1
CPU,10195,GitHub,943,1,3
CPU,10196,Glassy Media,743,1,8
CPU,10197,Golden Helix,758,2,5
CPU,10198,GoodGuide,935,8,9
CPU,10199,Google Maps,113,1,7
CPU,10200,Google Public Data Explorer,987,3,9
CPU,10201,Government Transaction Services,542,6,2
CPU,10202,Govini,495,5,6
CPU,10203,GovTribe,811,8,3
CPU,10204,"Govzilla, Inc.",210,6,7
CPU,10205,gRadiant Research LLC,817,1,5
CPU,10206,Graebel Van Lines,462,4,2
CPU,10207,"Graematter, Inc.",983,2,3
CPU,10208,Granicus,680,4,1
CPU,10209,GreatSchools,731,7,1
CPU,10210,GuideStar,367,4,2
CPU,10211,H3 Biomedicine,907,8,9
CPU,10212,Harris Corporation,603,8,2
CPU,10213,"HDScores, Inc",505,8,6
CPU,10214,Headlight,373,7,2
CPU,10215,Healthgrades,782,8,8
CPU,10216,Healthline,105,9,1
CPU,10217,HealthMap,535,4,6
CPU,10218,"HealthPocket, Inc.",912,9,2
CPU,10219,HelloWallet,28,8,7
CPU,10220,HERE,743,1,3
CPU,10221,Honest Buildings,642,6,2
CPU,10222,HopStop,496,6,5
CPU,10223,Housefax,61,5,4
CPU,10224,How's My Offer?,505,3,5
CPU,10225,IBM,256,3,9
CPU,10226,ideas42,830,3,8
CPU,10227,iFactor Consulting,235,6,5
CPU,10228,IFI CLAIMS Patent Services,127,2,9
CPU,10229,iMedicare,745,5,7
CPU,10230,Impact Forecasting (Aon),247,9,1
CPU,10231,Impaq International,716,9,4
CPU,10232,Import.io,839,2,8
CPU,10233,IMS Health,443,2,4
CPU,10234,InCadence,747,1,9
CPU,10235,indoo.rs,786,7,5
CPU,10236,InfoCommerce Group,790,2,8
CPU,10237,Informatica,212,4,3
CPU,10238,InnoCentive,857,5,3
CPU,10239,Innography,44,5,4
CPU,10240,Innovest Systems,532,8,8
CPU,10241,Inovalon,919,6,9
CPU,10242,Inrix Traffic,991,8,5
CPU,10243,Intelius,347,1,3
CPU,10244,Intermap Technologies,236,7,5
CPU,10245,Investormill,40,3,2
CPU,10246,Iodine,631,6,7
CPU,10247,IPHIX,60,1,4
CPU,10248,iRecycle,933,9,3
CPU,10249,iTriage,974,9,8
CPU,10250,IVES Group Inc,18,5,9
CPU,10251,IW Financial,80,2,7
CPU,10252,JJ Keller,461,1,4
CPU,10253,J.P. Morgan Chase,194,7,2
CPU,10254,"Junar, Inc.",640,8,3
CPU,10255,Junyo,62,1,8
CPU,10256,Jurispect,935,5,4
CPU,10257,Kaiser Permanante,48,5,1
CPU,10258,karmadata,85,5,8
CPU,10259,Keychain Logistics Corp.,948,3,8
CPU,10260,"KidAdmit, Inc.",510,5,1
CPU,10261,Kimono Labs,443,2,7
CPU,10262,KLD Research,708,7,7
CPU,10263,Knoema,783,1,7
CPU,10264,Knowledge Agency,643,9,8
CPU,10265,KPMG,417,2,3
CPU,10266,Kroll Bond Ratings Agency,420,2,4
CPU,10267,Kyruus,763,1,7
CPU,10268,Lawdragon,815,7,6
CPU,10269,Legal Science Partners,611,3,6
CPU,10270,(Leg)Cyte,492,7,8
CPU,10271,"LegiNation, Inc.",197,7,8
CPU,10272,LegiStorm,816,5,3
CPU,10273,Lenddo,114,5,9
CPU,10274,Lending Club,247,6,7
CPU,10275,Level One Technologies,76,5,7
CPU,10276,LexisNexis,977,7,5
CPU,10277,Liberty Mutual Insurance Cos.,211,8,3
CPU,10278,Lilly Open Innovation Drug Discovery,116,4,8
CPU,10279,Liquid Robotics,718,7,4
CPU,10280,Locavore,88,2,3
CPU,10281,"LOGIXDATA, LLC",514,6,6
CPU,10282,LoopNet,768,5,4
CPU,10283,"Loqate, Inc.",971,1,1
CPU,10284,LoseIt.com,349,9,5
CPU,10285,LOVELAND Technologies,233,1,6
CPU,10286,Lucid,943,8,5
CPU,10287,"Lumesis, Inc.",162,3,8
CPU,10288,Mango Transit,825,2,4
CPU,10289,Mapbox,117,3,5
CPU,10290,Maponics,357,3,3
CPU,10291,MapQuest,39,5,5
CPU,10292,"Marinexplore, Inc.",322,2,2
CPU,10293,MarketSense,40,9,5
CPU,10294,Marlin & Associates,467,7,9
CPU,10295,Marlin Alter and Associates,730,9,4
CPU,10296,McGraw Hill Financial,796,5,9
CPU,10297,McKinsey,330,5,6
CPU,10298,MedWatcher,536,3,3
CPU,10299,Mercaris,282,3,9
CPU,10300,Merrill Corp.,470,1,5
CPU,10301,Merrill Lynch,952,5,3
CPU,10302,MetLife,148,6,4
CPU,10303,mHealthCoach,247,3,1
CPU,10304,MicroBilt Corporation,136,9,9
CPU,10305,Microsoft Windows Azure Marketplace,23,6,4
CPU,10306,Mint,301,1,1
CPU,10307,Moody's,824,4,3
CPU,10308,Morgan Stanley,696,3,1
CPU,10309,"Morningstar, Inc.",321,4,9
CPU,10310,Mozio,466,9,6
CPU,10311,MuckRock.com,65,7,3
CPU,10312,Munetrix,508,9,1
CPU,10313,Municode,996,8,7
CPU,10314,National Van Lines,648,9,6
CPU,10315,Nationwide Mutual Insurance Company,280,1,4
CPU,10316,Nautilytics,524,1,3
CPU,10317,Navico,408,3,1
CPU,10318,NERA Economic Consulting,958,5,9
CPU,10319,NerdWallet,163,7,9
CPU,10320,New Media Parents,770,1,9
CPU,10321,Next Step Living,776,6,6
CPU,10322,NextBus,53,7,9
CPU,10323,nGAP Incorporated,654,6,9
CPU,10324,Nielsen,758,1,3
CPU,10325,Noesis,996,2,2
CPU,10326,NonprofitMetrics,520,6,5
CPU,10327,North American Van Lines,138,1,5
CPU,10328,Noveda Technologies,918,1,5
CPU,10329,NuCivic,155,8,9
CPU,10330,Numedii,34,2,8
CPU,10331,Oliver Wyman,204,5,1
CPU,10332,OnDeck,367,4,4
CPU,10333,OnStar,104,8,8
CPU,10334,"Ontodia, Inc",927,9,2
CPU,10335,Onvia,278,9,1
CPU,10336,Open Data Nation,918,9,8
CPU,10337,OpenCounter,282,6,9
CPU,10338,OpenGov,251,6,3
CPU,10339,OpenPlans,964,7,2
CPU,10340,"OpportunitySpace, Inc.",765,1,3
CPU,10341,Optensity,94,3,6
CPU,10342,optiGov,242,6,2
CPU,10343,OptumInsight,749,9,9
CPU,10344,Orlin Research,282,5,2
CPU,10345,OSIsoft,265,9,4
CPU,10346,OTC Markets,898,7,7
CPU,10347,Outline,407,3,3
CPU,10348,Oversight Systems,14,8,5
CPU,10349,Overture Technologies,617,8,7
CPU,10350,Owler,923,7,6
CPU,10351,Palantir Technologies,149,5,9
CPU,10352,Panjiva,590,1,8
CPU,10353,Parsons Brinckerhoff,423,6,6
CPU,10354,Patently-O,625,6,7
CPU,10355,PatientsLikeMe,831,2,2
CPU,10356,Pave,788,3,8
CPU,10357,Paxata,264,2,1
CPU,10358,"PayScale, Inc.",533,3,7
CPU,10359,PeerJ,791,7,9
CPU,10360,People Power,489,3,2
CPU,10361,Persint,648,7,2
CPU,10362,Personal Democracy Media,474,5,7
CPU,10363,"Personal, Inc.",75,8,3
CPU,10364,Personalis,234,6,8
CPU,10365,Peterson's,435,9,7
CPU,10366,PEV4me.com,967,1,1
CPU,10367,PIXIA Corp,553,7,7
CPU,10368,PlaceILive.com,820,3,9
CPU,10369,PlanetEcosystems,309,9,4
CPU,10370,PlotWatt,799,6,7
CPU,10371,Plus-U,823,8,2
CPU,10372,PolicyMap,553,9,2
CPU,10373,Politify,653,2,7
CPU,10374,Poncho App,50,5,2
CPU,10375,POPVOX,217,7,6
CPU,10376,Porch,647,7,5
CPU,10377,PossibilityU,834,8,7
CPU,10378,PowerAdvocate,40,8,7
CPU,10379,Practice Fusion,246,9,1
CPU,10380,Predilytics,293,6,6
CPU,10381,PricewaterhouseCoopers (PWC),316,7,9
CPU,10382,ProgrammableWeb,960,5,5
CPU,10383,Progressive Insurance Group,690,2,5
CPU,10384,Propeller Health,697,9,9
CPU,10385,ProPublica,171,9,5
CPU,10386,PublicEngines,890,9,3
CPU,10387,PYA Analytics,790,9,1
CPU,10388,"Qado Energy, Inc.",287,6,9
CPU,10389,Quandl,454,4,3
CPU,10390,Quertle,545,6,8
CPU,10391,Quid,979,9,6
CPU,10392,R R Donnelley,253,5,1
CPU,10393,RAND Corporation,835,9,4
CPU,10394,Rand McNally,232,9,5
CPU,10395,Rank and Filed,798,5,7
CPU,10396,Ranku,132,8,7
CPU,10397,Rapid Cycle Solutions,745,6,6
CPU,10398,realtor.com,98,4,5
CPU,10399,Recargo,59,2,5
CPU,10400,ReciPal,324,2,5
CPU,10401,Redfin,578,9,4
CPU,10402,RedLaser,690,4,9
CPU,10403,Reed Elsevier,794,1,8
CPU,10404,REI Systems,258,3,4
CPU,10405,Relationship Science,137,3,7
CPU,10406,Remi,962,3,7
CPU,10407,Retroficiency,769,9,1
CPU,10408,Revaluate,987,6,8
CPU,10409,Revelstone,778,2,3
CPU,10410,Rezolve Group,503,6,5
CPU,10411,Rivet Software,684,1,6
CPU,10412,Roadify Transit,81,6,9
CPU,10413,Robinson + Yu,890,2,1
CPU,10414,Russell Investments,585,3,3
CPU,10415,Sage Bionetworks,662,8,8
CPU,10416,SAP,874,3,7
CPU,10417,SAS,22,7,1
CPU,10418,Scale Unlimited,173,2,5
CPU,10419,Science Exchange,504,5,3
CPU,10420,Seabourne,744,7,6
CPU,10421,SeeClickFix,714,1,1
CPU,10422,SigFig,468,9,2
CPU,10423,Simple Energy,81,7,9
CPU,10424,SimpleTuition,286,9,6
CPU,10425,SlashDB,623,6,7
CPU,10426,Smart Utility Systems,163,9,5
CPU,10427,SmartAsset,892,7,5
CPU,10428,SmartProcure,241,8,8
CPU,10429,Smartronix,802,2,3
CPU,10430,SnapSense,403,6,3
CPU,10431,Social Explorer,974,6,2
CPU,10432,Social Health Insights,324,5,5
CPU,10433,SocialEffort Inc,888,3,9
CPU,10434,Socrata,958,5,2
CPU,10435,Solar Census,128,4,9
CPU,10436,SolarList,447,4,5
CPU,10437,Sophic Systems Alliance,969,7,5
CPU,10438,S&P Capital IQ,162,2,1
CPU,10439,SpaceCurve,175,5,6
CPU,10440,SpeSo Health,388,3,2
CPU,10441,Spikes Cavell Analytic Inc,346,5,7
CPU,10442,Splunk,655,7,7
CPU,10443,Spokeo,790,9,2
CPU,10444,SpotCrime,280,8,2
CPU,10445,SpotHero.com,46,3,1
CPU,10446,Stamen Design,438,2,5
CPU,10447,Standard and Poor's,201,9,5
CPU,10448,State Farm Insurance,881,8,9
CPU,10449,Sterling Infosystems,434,2,4
CPU,10450,Stevens Worldwide Van Lines,692,3,8
CPU,10451,STILLWATER SUPERCOMPUTING INC,604,7,5
CPU,10452,StockSmart,776,4,9
CPU,10453,Stormpulse,218,3,4
CPU,10454,StreamLink Software,271,7,9
CPU,10455,"StreetCred Software, Inc",664,8,5
CPU,10456,StreetEasy,948,2,6
CPU,10457,Suddath,972,7,6
CPU,10458,Symcat,444,6,3
CPU,10459,Synthicity,220,1,6
CPU,10460,T. Rowe Price,340,6,6
CPU,10461,Tableau Software,614,8,9
CPU,10462,TagniFi,185,8,3
CPU,10463,Telenav,379,3,7
CPU,10464,Tendril,269,7,9
CPU,10465,Teradata,263,2,4
CPU,10466,The Advisory Board Company,248,5,4
CPU,10467,The Bridgespan Group,453,8,8
CPU,10468,The DocGraph Journal,882,2,8
CPU,10469,The Govtech Fund,1000,2,1
CPU,10470,The Schork Report,137,4,4
CPU,10471,The Vanguard Group,600,5,4
CPU,10472,Think Computer Corporation,337,2,9
CPU,10473,Thinknum,976,2,3
CPU,10474,Thomson Reuters,966,7,7
CPU,10475,TopCoder,665,2,7
CPU,10476,TowerData,728,3,7
CPU,10477,TransparaGov,140,3,5
CPU,10478,TransUnion,259,6,2
CPU,10479,TrialTrove,948,3,6
CPU,10480,TrialX,444,8,3
CPU,10481,Trintech,767,4,5
CPU,10482,TrueCar,273,5,3
CPU,10483,Trulia,117,7,5
CPU,10484,TrustedID,609,5,8
CPU,10485,TuvaLabs,820,9,2
CPU,10486,Uber,43,7,5
CPU,10487,Unigo LLC,322,9,4
CPU,10488,United Mayflower,906,7,8
CPU,10489,Urban Airship,111,3,8
CPU,10490,"Urban Mapping, Inc",165,2,5
CPU,10491,US Green Data,883,1,3
CPU,10492,U.S. News Schools,639,7,7
CPU,10493,USAA Group,854,9,8
CPU,10494,USSearch,659,3,3
CPU,10495,Verdafero,141,8,2
CPU,10496,Vimo,390,2,2
CPU,10497,"VisualDoD, LLC",252,8,1
CPU,10498,Vital Axiom | Niinja,804,3,9
CPU,10499,VitalChek,992,6,5
CPU,10500,Vitals,509,7,4
CPU,10501,Vizzuality,926,4,8
CPU,10502,Votizen,522,5,7
CPU,10503,Walk Score,608,1,3
CPU,10504,WaterSmart Software,438,6,1
CPU,10505,WattzOn,756,9,1
CPU,10506,Way Better Patents,820,7,8
CPU,10507,Weather Channel,722,7,9
CPU,10508,Weather Decision Technologies,782,6,7
CPU,10509,Weather Underground,144,5,4
CPU,10510,WebFilings,354,1,8
CPU,10511,Webitects,616,7,9
CPU,10512,WebMD,849,8,4
CPU,10513,Weight Watchers,460,1,3
CPU,10514,WeMakeItSafer,678,5,3
CPU,10515,Wheaton World Wide Moving,754,6,9
CPU,10516,Whitby Group,522,9,4
CPU,10517,Wolfram Research,312,3,5
CPU,10518,Wolters Kluwer,311,6,7
CPU,10519,Workhands,431,3,1
CPU,10520,Xatori,741,8,3
CPU,10521,Xcential,152,4,7
CPU,10522,xDayta,866,9,1
CPU,10523,Xignite,802,4,3
CPU,10524,Yahoo,355,2,6
CPU,10525,Zebu Compliance Solutions,782,4,3
CPU,10526,Yelp,619,7,8
CPU,10527,YourMapper,963,6,4
CPU,10528,Zillow,240,2,3
CPU,10529,ZocDoc,773,4,3
CPU,10530,Zonability,804,2,1
CPU,10531,Zoner,666,6,7
CPU,10532,Zurich Insurance (Risk Room),520,1,8
Keyboard,40001,Samsung ,288,2,3
Keyboard,40002,Intel,288,9,5
Keyboard,40003,Western Digital ,89,5,2
Keyboard,40004,"3 Round Stones, Inc.",155,4,3
Keyboard,40005,48 Factoring Inc.,324,6,5
Keyboard,40006,5PSolutions,100,9,4
Keyboard,40007,Abt Associates,314,9,2
Keyboard,40008,Accela,213,4,5
Keyboard,40009,Accenture,360,1,8
Keyboard,40010,AccuWeather,355,8,8
Keyboard,40011,Acxiom,391,8,7
Keyboard,40012,Adaptive,111,1,7
Keyboard,40013,Adobe Digital Government,115,9,5
Keyboard,40014,Aidin,150,3,2
Keyboard,40015,Alarm.com,238,7,3
Keyboard,40016,Allianz,236,2,5
Keyboard,40017,Allied Van Lines,285,2,1
Keyboard,40018,AllState Insurance Group,219,8,8
Keyboard,40019,Alltuition,186,8,7
Keyboard,40020,Altova,201,6,7
Keyboard,40021,Amazon Web Services,378,3,3
Keyboard,40022,American Red Ball Movers,69,3,7
Keyboard,40023,Amida Technology Solutions,302,9,1
Keyboard,40024,Analytica,31,6,1
Keyboard,40025,Apextech LLC,212,9,3
Keyboard,40026,Appallicious,228,4,2
Keyboard,40027,Aquicore,371,1,8
Keyboard,40028,Archimedes Inc.,50,5,5
Keyboard,40029,AreaVibes Inc.,66,4,5
Keyboard,40030,Arpin Van Lines,294,8,1
Keyboard,40031,Arrive Labs,194,8,8
Keyboard,40032,ASC Partners,274,8,8
Keyboard,40033,Asset4,72,3,6
Keyboard,40034,Atlas Van Lines,299,5,3
Keyboard,40035,AtSite,63,3,9
Keyboard,40036,"Aunt Bertha, Inc.",164,7,9
Keyboard,40037,Aureus Sciences (*Now part of Elsevier),180,1,2
Keyboard,40038,AutoGrid Systems,244,7,3
Keyboard,40039,Avalara,176,2,3
Keyboard,40040,Avvo,299,7,9
Keyboard,40041,Ayasdi,159,2,7
Keyboard,40042,Azavea,264,8,9
Keyboard,40043,BaleFire Global,262,1,1
Keyboard,40044,Barchart,111,3,6
Keyboard,40045,Be Informed,145,6,1
Keyboard,40046,Bekins,225,3,3
Keyboard,40047,Berkery Noyes MandASoft,219,9,3
Keyboard,40048,Berkshire Hathaway,188,9,4
Keyboard,40049,BetterLesson,133,6,6
Keyboard,40050,BillGuard,136,9,7
Keyboard,40051,Bing,193,4,7
Keyboard,40052,Biovia,55,7,5
Keyboard,40053,BizVizz,154,8,1
Keyboard,40054,BlackRock,158,9,9
Keyboard,40055,Bloomberg,217,1,2
Keyboard,40056,Booz Allen Hamilton,370,6,8
Keyboard,40057,Boston Consulting Group,181,9,3
Keyboard,40058,Boundless,89,5,8
Keyboard,40059,Bridgewater,40,3,2
Keyboard,40060,Brightscope,394,7,2
Keyboard,40061,BuildFax,320,6,8
Keyboard,40062,Buildingeye,393,4,6
Keyboard,40063,BuildZoom,59,7,8
Keyboard,40064,Business and Legal Resources,276,3,3
Keyboard,40065,Business Monitor International,368,3,8
Keyboard,40066,"Calcbench, Inc.",65,2,1
Keyboard,40067,Cambridge Information Group,124,9,9
Keyboard,40068,Cambridge Semantics,82,1,8
Keyboard,40069,CAN Capital,176,4,7
Keyboard,40070,Canon,183,6,4
Keyboard,40071,Capital Cube,21,5,4
Keyboard,40072,Cappex,267,9,1
Keyboard,40073,Captricity,135,2,4
Keyboard,40074,CareSet Systems,38,8,8
Keyboard,40075,Careset.com,64,3,6
Keyboard,40076,CARFAX,117,9,2
Keyboard,40077,Caspio,79,2,4
Keyboard,40078,Castle Biosciences,168,7,3
Keyboard,40079,CB Insights,66,4,5
Keyboard,40080,Ceiba Solutions,16,8,5
Keyboard,40081,Center for Responsive Politics,28,2,7
Keyboard,40082,Cerner,300,5,8
Keyboard,40083,Certara,291,5,2
Keyboard,40084,CGI,292,6,6
Keyboard,40085,Charles River Associates,55,1,3
Keyboard,40086,Charles Schwab Corp.,320,3,2
Keyboard,40087,Chemical Abstracts Service,186,3,6
Keyboard,40088,Child Care Desk,227,2,5
Keyboard,40089,Chubb,178,9,3
Keyboard,40090,Citigroup,79,4,4
Keyboard,40091,CityScan,110,8,4
Keyboard,40092,CitySourced,288,9,8
Keyboard,40093,Civic Impulse LLC,319,6,5
Keyboard,40094,Civic Insight,116,9,7
Keyboard,40095,Civinomics,367,8,2
Keyboard,40096,Civis Analytics,74,4,7
Keyboard,40097,Clean Power Finance,47,1,1
Keyboard,40098,ClearHealthCosts,371,9,5
Keyboard,40099,ClearStory Data,47,4,1
Keyboard,40100,Climate Corporation,200,8,6
Keyboard,40101,CliniCast,273,4,6
Keyboard,40102,Cloudmade,153,3,7
Keyboard,40103,Cloudspyre,306,8,4
Keyboard,40104,Code for America,295,9,9
Keyboard,40105,Code-N,269,7,2
Keyboard,40106,Collective IP,52,9,4
Keyboard,40107,"College Abacus, an ECMC initiative",392,1,9
Keyboard,40108,College Board,272,4,8
Keyboard,40109,Compared Care,218,9,5
Keyboard,40110,Compendia Bioscience Life Technologies,195,8,3
Keyboard,40111,Compliance and Risks,106,6,2
Keyboard,40112,Computer Packages Inc,111,8,1
Keyboard,40113,CONNECT-DOT LLC.,95,2,1
Keyboard,40114,ConnectEDU,117,1,9
Keyboard,40115,Connotate,273,3,7
Keyboard,40116,Construction Monitor LLC,285,4,8
Keyboard,40117,Consumer Reports,20,7,7
Keyboard,40118,CoolClimate,75,4,6
Keyboard,40119,Copyright Clearance Center,172,7,7
Keyboard,40120,CoreLogic,378,9,6
Keyboard,40121,CostQuest,356,5,5
Keyboard,40122,Credit Karma,183,2,2
Keyboard,40123,Credit Sesame,77,8,3
Keyboard,40124,CrowdANALYTIX,131,3,1
Keyboard,40125,Dabo Health,309,2,3
Keyboard,40126,DataLogix,97,4,2
Keyboard,40127,DataMade,268,1,7
Keyboard,40128,DataMarket,63,1,1
Keyboard,40129,Datamyne,128,6,4
Keyboard,40130,DataWeave,296,2,4
Keyboard,40131,Deloitte,290,8,7
Keyboard,40132,DemystData,369,1,2
Keyboard,40133,Department of Better Technology,375,9,5
Keyboard,40134,Development Seed,86,3,4
Keyboard,40135,"Docket Alarm, Inc.",148,4,8
Keyboard,40136,Dow Jones & Co.,319,3,3
Keyboard,40137,Dun & Bradstreet,380,6,7
Keyboard,40138,Earth Networks,138,1,3
Keyboard,40139,EarthObserver App,227,8,3
Keyboard,40140,Earthquake Alert!,224,7,6
Keyboard,40141,Eat Shop Sleep,304,3,3
Keyboard,40142,Ecodesk,306,2,2
Keyboard,40143,eInstitutional,386,8,7
Keyboard,40144,Embark,364,6,1
Keyboard,40145,EMC,329,3,4
Keyboard,40146,"Energy Points, Inc.",280,4,8
Keyboard,40147,Energy Solutions Forum,88,2,4
Keyboard,40148,Enervee Corporation,33,3,5
Keyboard,40149,Enigma.io,249,3,7
Keyboard,40150,Ensco,316,4,9
Keyboard,40151,Environmental Data Resources,212,8,2
Keyboard,40152,Epsilon,357,4,7
Keyboard,40153,Equal Pay for Women,102,6,6
Keyboard,40154,Equifax,317,6,2
Keyboard,40155,Equilar,61,5,3
Keyboard,40156,Ernst & Young LLP,329,7,1
Keyboard,40157,eScholar LLC.,386,5,7
Keyboard,40158,Esri,79,3,4
Keyboard,40159,Estately,10,6,6
Keyboard,40160,Everyday Health,124,6,2
Keyboard,40161,Evidera,12,9,5
Keyboard,40162,Experian,242,2,8
Keyboard,40163,"Expert Health Data Programming, Inc.",11,7,7
Keyboard,40164,Exversion,116,7,3
Keyboard,40165,Ez-XBRL,384,6,6
Keyboard,40166,Factset,132,2,6
Keyboard,40167,Factual,82,4,6
Keyboard,40168,Farmers,212,5,5
Keyboard,40169,FarmLogs,277,8,8
Keyboard,40170,Fastcase,333,2,9
Keyboard,40171,Fidelity Investments,398,3,9
Keyboard,40172,FindTheBest.com,286,9,6
Keyboard,40173,First Fuel Software,304,8,6
Keyboard,40174,"FirstPoint, Inc.",304,3,9
Keyboard,40175,Fitch,365,2,3
Keyboard,40176,FlightAware,45,2,5
Keyboard,40177,FlightStats,74,4,6
Keyboard,40178,FlightView,191,5,1
Keyboard,40179,Food+Tech Connect,167,8,3
Keyboard,40180,Forrester Research,27,8,1
Keyboard,40181,Foursquare,223,1,7
Keyboard,40182,Fujitsu,220,1,5
Keyboard,40183,Funding Circle,296,8,9
Keyboard,40184,FutureAdvisor,310,7,7
Keyboard,40185,"Fuzion Apps, Inc.",202,4,1
Keyboard,40186,Gallup,96,7,7
Keyboard,40187,Galorath Incorporated,213,2,4
Keyboard,40188,Garmin,14,9,3
Keyboard,40189,Genability,150,1,4
Keyboard,40190,GenoSpace,104,1,4
Keyboard,40191,Geofeedia,34,7,2
Keyboard,40192,Geolytics,289,5,2
Keyboard,40193,Geoscape,250,5,7
Keyboard,40194,GetRaised,328,9,1
Keyboard,40195,GitHub,51,7,8
Keyboard,40196,Glassy Media,33,9,6
Keyboard,40197,Golden Helix,68,7,1
Keyboard,40198,GoodGuide,233,6,3
Keyboard,40199,Google Maps,296,1,2
Keyboard,40200,Google Public Data Explorer,248,6,1
Keyboard,40201,Government Transaction Services,115,3,5
Keyboard,40202,Govini,87,5,2
Keyboard,40203,GovTribe,239,3,2
Keyboard,40204,"Govzilla, Inc.",272,3,8
Keyboard,40205,gRadiant Research LLC,298,2,9
Keyboard,40206,Graebel Van Lines,220,7,1
Keyboard,40207,"Graematter, Inc.",297,3,5
Keyboard,40208,Granicus,73,1,7
Keyboard,40209,GreatSchools,169,2,6
Keyboard,40210,GuideStar,333,5,3
Keyboard,40211,H3 Biomedicine,228,6,3
Keyboard,40212,Harris Corporation,150,7,6
Keyboard,40213,"HDScores, Inc",286,2,4
Keyboard,40214,Headlight,127,8,1
Keyboard,40215,Healthgrades,73,7,5
Keyboard,40216,Healthline,171,1,1
Keyboard,40217,HealthMap,177,4,2
Keyboard,40218,"HealthPocket, Inc.",279,4,5
Keyboard,40219,HelloWallet,171,2,9
Keyboard,40220,HERE,332,7,3
Keyboard,40221,Honest Buildings,348,5,8
Keyboard,40222,HopStop,367,6,7
Keyboard,40223,Housefax,399,2,1
Keyboard,40224,How's My Offer?,174,9,1
Keyboard,40225,IBM,288,9,5
Keyboard,40226,ideas42,131,6,5
Keyboard,40227,iFactor Consulting,51,5,6
Keyboard,40228,IFI CLAIMS Patent Services,361,3,3
Keyboard,40229,iMedicare,319,7,1
Keyboard,40230,Impact Forecasting (Aon),33,2,3
Keyboard,40231,Impaq International,164,5,1
Keyboard,40232,Import.io,166,8,8
Keyboard,40233,IMS Health,398,3,5
Keyboard,40234,InCadence,36,5,8
Keyboard,40235,indoo.rs,47,4,5
Keyboard,40236,InfoCommerce Group,338,3,7
Keyboard,40237,Informatica,305,7,3
Keyboard,40238,InnoCentive,313,4,3
Keyboard,40239,Innography,48,2,1
Keyboard,40240,Innovest Systems,357,5,7
Keyboard,40241,Inovalon,141,1,4
Keyboard,40242,Inrix Traffic,162,5,7
Keyboard,40243,Intelius,179,8,8
Keyboard,40244,Intermap Technologies,262,6,9
Keyboard,40245,Investormill,228,5,9
Keyboard,40246,Iodine,371,7,4
Keyboard,40247,IPHIX,37,8,1
Keyboard,40248,iRecycle,65,8,4
Keyboard,40249,iTriage,318,6,8
Keyboard,40250,IVES Group Inc,286,7,1
Keyboard,40251,IW Financial,95,3,8
Keyboard,40252,JJ Keller,242,7,4
Keyboard,40253,J.P. Morgan Chase,80,1,5
Keyboard,40254,"Junar, Inc.",159,6,9
Keyboard,40255,Junyo,243,1,5
Keyboard,40256,Jurispect,86,3,3
Keyboard,40257,Kaiser Permanante,11,5,7
Keyboard,40258,karmadata,220,2,3
Keyboard,40259,Keychain Logistics Corp.,67,3,9
Keyboard,40260,"KidAdmit, Inc.",359,1,2
Keyboard,40261,Kimono Labs,348,9,1
